tx_id,timestamp,channel,amount_inr,sender_account_id,sender_name,sender_pan,sender_dob,sender_bank,sender_ifsc,sender_vpa,receiver_account_id,receiver_name,receiver_pan,receiver_dob,receiver_bank,receiver_vpa,receiver_state,receiver_city,tx_location_city,tx_location_state,tx_location_country,tx_location_lat,tx_location_lon,device_id,purpose_code,is_cross_border,fx_usd_inr,usd_equiv,beneficiary_id,tx_status
TX20260602000019,2026-06-02T15:00:00,NEFT,207729,ACC97977,Kavya Reddy,SCTIN2049C,1999-04-19,HDFC,HDFC0669,acc97977@okhdfc,EXT47982,Aarav Reddy,,,ICIC,aarav@okindb,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC97977,P0099,0,,,,SUCCESS
TX20260402000555,2026-04-02T09:00:00,SWIFT,2593718.52,ACCX604I,Karan Sharma,XJECC0604I,1959-07-12,BANK_A,HDFC0334,,BENE_365,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX604I,S0001_business,1,82.0875,31597.0,BENE_365,SUCCESS
TX20260303000591,2026-03-03T09:00:00,SWIFT,111088,ACCX823N,Suresh Patel,UZICH6823N,1974-07-21,BANK_A,HDFC0178,,BENE_NRI,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX823N,P1302,1,82.7999,1341.64,BENE_NRI,SUCCESS
TX20260603000008,2026-06-03T00:00:00,NEFT,210894,ACC08645,Aditya Joshi,ALLHS1032S,1997-08-28,HDFC,HDFC0420,acc08645@okindb,EXT16916,Suresh Nair,,,ICIC,suresh@oksbin,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC08645,P0099,0,,,,SUCCESS
TX20260601001427,2026-06-01T10:52:00,UPI,1599,ACC19928,Karan Bose,QFTNV8726X,1973-02-01,SBIN,YESB0172,acc19928@okkkbk,EXT28850,Ramesh Rao,,,AXIS,ramesh@okhdfc,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC19928,P0008,0,,,,SUCCESS
TX20260603001913,2026-06-03T01:43:00,UPI,26091,ACC42830,Ramesh Patel,PQUQO4676D,1996-11-19,INDB,KKBK0312,acc42830@okindb,EXT98696,Karan Patel,,,UTIB,karan@okhdfc,KA,Mysuru,Mysuru,KA,IN,12.2958,76.6394,DEV-ACC42830,P0008,0,,,,SUCCESS
TX20260604001960,2026-06-04T05:39:00,UPI,39625,ACC13123,Vivaan Menon,TERIC0272Q,1958-01-12,HDFC,AXIS0814,acc13123@okpunb,EXT23503,Sachin Bose,,,SBIN,sachin@okicic,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC13123,P0013,0,,,,SUCCESS
TX20260604001959,2026-06-04T05:16:00,RTGS,33368,ACC08018,Kavya Gupta,QMPWH7049Y,1983-10-11,KKBK,KKBK0764,acc08018@okaxis,EXT29485,Priya Rao,,,UTIB,priya@okpunb,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC08018,P0013,0,,,,SUCCESS
TX20260603001947,2026-06-03T01:00:00,RTGS,7366,ACC71825,Anjali Pillai,XXMLQ4786A,1979-08-24,AXIS,HDFC0589,acc71825@okkkbk,EXT80671,Suresh Rao,,,HDFC,suresh@oksbin,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC71825,P0014,0,,,,SUCCESS
TX20260603000494,2026-06-03T19:15:00,UPI,43757,ACC31879,Neha Nair,QEKBY8752D,1996-03-16,PUNB,PUNB0539,acc31879@okutib,EXT26773,Aarav Das,,,HDFC,,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC31879,P0099,0,,,,SUCCESS
TX20260602001638,2026-06-02T06:55:00,UPI,29631,ACC49236,Priya Patel,VXRAI3923J,1978-02-27,HDFC,PUNB0198,acc49236@okutib,EXT89385,Mohan Sharma,,,ICIC,mohan@okhdfc,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC49236,P0099,0,,,,SUCCESS
TX20260603001765,2026-06-03T07:29:00,NEFT,8630,ACC20897,Rohan Iyer,XTJAK8373W,1976-10-04,AXIS,ICIC0334,acc20897@okyesb,EXT31365,Karan Iyer,,,HDFC,karan@okyesb,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC20897,P0014,0,,,,SUCCESS
TX20260601001895,2026-06-01T12:34:00,UPI,26353,ACC30751,Ramesh Verma,YCQSF7118U,1995-04-27,UTIB,PUNB0744,acc30751@okyesb,EXT87043,Aarav Nair,,,KKBK,aarav@okaxis,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC30751,P0006,0,,,,SUCCESS
TX20260603000803,2026-06-03T09:13:00,NEFT,10153,ACC11356,Rohan Rao,CMZDM0686Y,1972-10-05,ICIC,YESB0207,acc11356@oksbin,EXT18724,Anjali Gupta,,,UTIB,anjali@okhdfc,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC11356,P0006,0,,,,SUCCESS
TX20260603000497,2026-06-03T20:00:00,UPI,35586,ACC31879,Neha Nair,QEKBY8752D,1996-03-16,PUNB,PUNB0705,acc31879@okkkbk,EXT46571,Isha Menon,,,SBIN,,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC31879,P0099,0,,,,SUCCESS
TX20260602000143,2026-06-02T11:44:00,UPI,7665,ACC21925,Aishwarya Gupta,AOFGB7321N,1955-05-02,AXIS,AXIS0607,acc21925@okyesb,EXT49073,Rohan Singh,,,PUNB,rohan@okutib,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC21925,P0099,0,,,,SUCCESS
TX20260603001289,2026-06-03T05:34:00,RTGS,28852,ACC20679,Isha Bose,ADVMY6010D,1994-10-06,ICIC,AXIS0665,acc20679@okkkbk,EXT98757,Vivaan Rao,,,ICIC,vivaan@okkkbk,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC20679,P0008,0,,,,SUCCESS
TX20260604001613,2026-06-04T02:04:00,RTGS,23071,ACC09048,Aditya Nair,NIOIW3955C,1986-01-28,PUNB,INDB0855,acc09048@okaxis,EXT67395,Karan Sharma,,,HDFC,karan@okutib,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC09048,P0008,0,,,,SUCCESS
TX20260602000648,2026-06-02T15:53:00,UPI,95000,ACC84969,Aarav Reddy,SRMVS3334N,1971-08-04,ICIC,PUNB0760,acc84969@okaxis,EXT11741,Karan Nair,,,UTIB,,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-EVIL,P0099,0,,,,SUCCESS
TX20260602001860,2026-06-02T04:03:00,UPI,11918,ACC82983,Aarav Khan,ZGFTP2978N,1973-08-16,YESB,UTIB0638,acc82983@okicic,EXT19865,Aishwarya Bose,,,UTIB,aishwarya@okutib,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC82983,P0014,0,,,,SUCCESS
TX20260601001878,2026-06-01T16:04:00,UPI,6599,ACC98573,Suresh Iyer,OLRYA7518D,1985-08-06,PUNB,INDB0952,acc98573@okutib,EXT91492,Aditya Patel,,,INDB,aditya@okutib,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC98573,P0099,0,,,,SUCCESS
TX20260601001028,2026-06-01T19:19:00,UPI,31775,ACC83647,Karan Menon,EJUMK3516E,1980-07-03,PUNB,SBIN0582,acc83647@okpunb,EXT30225,Neha Gupta,,,AXIS,neha@okhdfc,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC83647,P0099,0,,,,SUCCESS
TX20260603000663,2026-06-03T14:40:00,UPI,24841,ACC58477,Rohan Menon,RHUDD0139V,1956-04-12,ICIC,KKBK0187,acc58477@okyesb,EXT48327,Priya Menon,,,INDB,,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-NEW,P0099,0,,,,SUCCESS
TX20260601001994,2026-06-01T18:31:00,NEFT,29351,ACC53001,Kavya Joshi,EJRYN5950V,1996-04-17,HDFC,INDB0673,acc53001@okkkbk,EXT68097,Anjali Singh,,,PUNB,anjali@okindb,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC53001,P0013,0,,,,SUCCESS
TX20260602000118,2026-06-02T23:06:00,UPI,11365,ACC35540,Neha Iyer,QLMPZ5221U,1985-10-19,AXIS,AXIS0995,acc35540@okindb,EXT20897,Sachin Nair,,,YESB,sachin@oksbin,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC35540,P0099,0,,,,SUCCESS
TX20260313000571,2026-03-13T09:00:00,SWIFT,2560782.17,ACCX140W,Vivaan Patel,DQEYP6140W,1962-03-22,BANK_A,HDFC0945,,BENE_938,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX140W,S0001_business,1,85.797,29847.0,BENE_938,SUCCESS
TX20260604001312,2026-06-04T00:32:00,RTGS,20488,ACC60685,Aditya Sharma,FVPLQ8118R,2002-04-24,PUNB,UTIB0857,acc60685@okaxis,EXT32997,Karan Khan,,,INDB,karan@okkkbk,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC60685,P0008,0,,,,SUCCESS
TX20260603001265,2026-06-03T07:36:00,NEFT,1952,ACC15225,Aishwarya Das,HPLDP1717H,1990-04-15,HDFC,INDB0181,acc15225@oksbin,EXT41283,Mohan Patel,,,UTIB,mohan@okkkbk,KA,Mysuru,Mysuru,KA,IN,12.2958,76.6394,DEV-ACC15225,P0014,0,,,,SUCCESS
TX20260601001442,2026-06-01T18:41:00,UPI,17314,ACC45194,Kavya Nair,GHEEX6076T,1985-01-27,UTIB,AXIS0853,acc45194@oksbin,EXT66670,Aishwarya Das,,,PUNB,aishwarya@okindb,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC45194,P0014,0,,,,SUCCESS
TX20260601000512,2026-06-01T12:00:00,UPI,24014,ACC06962,Aishwarya Khan,VGPKW8934H,1973-07-24,PUNB,PUNB0204,acc06962@okaxis,EXT79426,Mohan Nair,,,PUNB,,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC06962,P0099,0,,,,SUCCESS
TX20260313000544,2026-03-13T09:00:00,SWIFT,2194304.66,ACCX268Y,Aditya Singh,HCVJR8268Y,1963-05-13,BANK_A,HDFC0573,,BENE_432,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX268Y,S0001_business,1,84.0118,26119.0,BENE_432,SUCCESS
TX20260603000834,2026-06-03T03:58:00,UPI,25935,ACC95596,Neha Bose,CCUPU8756O,2001-05-02,ICIC,INDB0256,acc95596@okhdfc,EXT76205,Rohan Khan,,,INDB,rohan@okaxis,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC95596,P0013,0,,,,SUCCESS
TX20260602001723,2026-06-02T23:33:00,UPI,23413,ACC12327,Kavya Sharma,YSQDJ7728J,1967-09-02,YESB,ICIC0632,acc12327@oksbin,EXT33142,Suresh Sharma,,,AXIS,suresh@okindb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC12327,P0008,0,,,,SUCCESS
TX20260603001934,2026-06-03T03:59:00,NEFT,25932,ACC11555,Neha Patel,HVRXX7012O,1984-04-27,AXIS,YESB0530,acc11555@okindb,EXT43222,Aishwarya Iyer,,,AXIS,aishwarya@okhdfc,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC11555,P0013,0,,,,SUCCESS
TX20260603001872,2026-06-03T09:01:00,RTGS,23534,ACC07271,Aarav Bose,ITTOR4660R,1971-01-28,YESB,HDFC0464,acc07271@okpunb,EXT30791,Aarav Patel,,,UTIB,aarav@okaxis,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC07271,P0013,0,,,,SUCCESS
TX20260602001822,2026-06-02T02:34:00,UPI,17905,ACC21977,Isha Menon,NNEZQ5020J,1978-09-19,AXIS,ICIC0605,acc21977@okaxis,EXT92919,Isha Reddy,,,AXIS,isha@oksbin,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC21977,P0014,0,,,,SUCCESS
TX20260602001660,2026-06-02T01:51:00,UPI,27030,ACC38144,Mohan Rao,SFQPS1807G,1975-09-17,KKBK,HDFC0512,acc38144@okhdfc,EXT14488,Isha Nair,,,KKBK,isha@okindb,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC38144,P0013,0,,,,SUCCESS
TX20260603000945,2026-06-03T12:19:00,UPI,22702,ACC17496,Sachin Iyer,TXDCS5982W,1992-03-19,UTIB,SBIN0376,acc17496@okhdfc,EXT83819,Rohan Nair,,,AXIS,rohan@okkkbk,MH,Pune,Pune,MH,IN,18.5204,73.8567,DEV-ACC17496,P0013,0,,,,SUCCESS
TX20260604001796,2026-06-04T07:32:00,RTGS,12053,ACC77665,Aishwarya Singh,ZACLK7888M,1968-03-12,ICIC,PUNB0875,acc77665@okhdfc,EXT34286,Vivaan Reddy,,,SBIN,vivaan@okindb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC77665,P0099,0,,,,SUCCESS
TX20260602000154,2026-06-02T23:12:00,UPI,6236,ACC19406,Isha Khan,LRCUK0056O,1976-02-08,AXIS,AXIS0826,acc19406@oksbin,EXT88671,Priya Menon,,,PUNB,priya@okkkbk,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC19406,P0099,0,,,,SUCCESS
TX20260602000267,2026-06-02T02:00:00,RTGS,265626,ACC39869,Anjali Iyer,FEBLX4026Q,1958-01-12,KKBK,INDB0413,acc39869@okyesb,EXT71580,Menon Commerce Industries,HWBCE5201G,2015-10-26,ICIC,menon@okhdfc,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC39869,P0099,0,,,,SUCCESS
TX20260602001457,2026-06-02T11:50:00,UPI,33152,ACC88432,Anjali Pillai,RCRQP3644P,1999-09-28,HDFC,HDFC0827,acc88432@okindb,EXT68698,Aishwarya Reddy,,,SBIN,aishwarya@okkkbk,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC88432,P0014,0,,,,SUCCESS
TX20260601000784,2026-06-01T19:45:00,UPI,25883,ACC38182,Aarav Das,JMGSJ0354T,1990-11-21,ICIC,INDB0913,acc38182@okutib,EXT99695,Suresh Rao,,,UTIB,suresh@okhdfc,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC38182,P0006,0,,,,SUCCESS
TX20260601001837,2026-06-01T13:48:00,NEFT,13796,ACC11818,Isha Verma,BUMQN8930K,1957-07-14,ICIC,ICIC0470,acc11818@okicic,EXT49108,Mohan Iyer,,,INDB,mohan@okyesb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC11818,P0008,0,,,,SUCCESS
TX20260603001915,2026-06-03T09:37:00,RTGS,15971,ACC49531,Anjali Verma,OHGYA6992S,1974-01-03,INDB,KKBK0337,acc49531@okindb,EXT56709,Sachin Verma,,,INDB,sachin@oksbin,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC49531,P0099,0,,,,SUCCESS
TX20260602000124,2026-06-02T23:27:00,UPI,7581,ACC35540,Neha Iyer,QLMPZ5221U,1985-10-19,AXIS,AXIS0671,acc35540@okutib,EXT43327,Sachin Patel,,,SBIN,sachin@okpunb,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC35540,P0099,0,,,,SUCCESS
TX20260602001907,2026-06-02T02:53:00,NEFT,10346,ACC45689,Priya Nair,UFVBY1993B,1996-10-25,YESB,UTIB0737,acc45689@okhdfc,EXT97969,Rohan Khan,,,AXIS,rohan@okpunb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC45689,P0014,0,,,,SUCCESS
TX20260602000413,2026-06-02T16:15:00,UPI,24214.5,MULE23,Ramesh Verma,TSMLQ6869R,1970-08-20,YESB,SBIN0798,mule23@upi,SINK23,Neha Gupta,,,PUNB,sink23@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-MULE23,P0099,0,,,,SUCCESS
TX20260604001241,2026-06-04T03:26:00,UPI,9777,ACC28165,Vivaan Verma,EJPIR0885U,1967-11-26,ICIC,PUNB0882,acc28165@oksbin,EXT69414,Aishwarya Pillai,,,ICIC,aishwarya@okpunb,KA,Mysuru,Mysuru,KA,IN,12.2958,76.6394,DEV-ACC28165,P0099,0,,,,SUCCESS
TX20260603000607,2026-06-03T01:00:00,SWIFT,987151,ACCX712T,Rohan Nair,DBBAH6712T,1955-05-17,BANK_A,HDFC0298,,BENE_248,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX712T,S0001_business,1,85.6176,11529.76,BENE_248,SUCCESS
TX20260601000802,2026-06-01T16:22:00,UPI,14107,ACC63997,Aishwarya Patel,EZDQI0716U,1971-05-02,UTIB,ICIC0209,acc63997@okaxis,EXT44075,Kavya Rao,,,ICIC,kavya@okhdfc,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC63997,P0008,0,,,,SUCCESS
TX20260602000128,2026-06-02T23:26:00,UPI,10618,ACC35540,Neha Iyer,QLMPZ5221U,1985-10-19,AXIS,AXIS0406,acc35540@okyesb,EXT41348,Vivaan Das,,,PUNB,vivaan@okhdfc,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC35540,P0099,0,,,,SUCCESS
TX20260601001732,2026-06-01T18:19:00,UPI,22776,ACC03587,Suresh Khan,RBWOQ5562T,1956-04-20,PUNB,ICIC0422,acc03587@okaxis,EXT27213,Aishwarya Verma,,,YESB,aishwarya@okyesb,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC03587,P0006,0,,,,SUCCESS
TX20260604001666,2026-06-04T01:08:00,RTGS,5059,ACC69266,Isha Nair,IGGNF9550J,1983-08-25,SBIN,PUNB0717,acc69266@okindb,EXT87528,Isha Gupta,,,KKBK,isha@okutib,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC69266,P0013,0,,,,SUCCESS
TX20260601000014,2026-06-01T23:00:00,NEFT,213021,ACC67858,Sachin Nair,SKTDI0594V,1979-06-14,HDFC,HDFC0684,acc67858@okaxis,EXT98524,Ramesh Patel,,,ICIC,ramesh@okyesb,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC67858,P0099,0,,,,SUCCESS
TX20260603001774,2026-06-03T06:13:00,UPI,19381,ACC65418,Isha Iyer,QRGZD1227X,1958-06-19,KKBK,PUNB0249,acc65418@oksbin,EXT73812,Mohan Rao,,,YESB,mohan@okindb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC65418,P0014,0,,,,SUCCESS
TX20260603000375,2026-06-03T19:00:00,UPI,4618,PYR19_0,Isha Reddy,PVOLN2473B,1976-12-14,ICIC,HDFC0361,pyr19_0@upi,MULE19,Aishwarya Verma,,,PUNB,mule19@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR19_0,P0099,0,,,,SUCCESS
TX20260602001352,2026-06-02T14:21:00,RTGS,16185,ACC59299,Aarav Gupta,UCGGB3217S,1988-12-26,INDB,YESB0144,acc59299@okaxis,EXT25415,Priya Rao,,,INDB,priya@okutib,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC59299,P0099,0,,,,SUCCESS
TX20260601001010,2026-06-01T16:07:00,RTGS,1878,ACC60252,Aditya Iyer,BRBEM1550C,1998-02-03,HDFC,YESB0475,acc60252@okpunb,EXT62884,Ramesh Joshi,,,SBIN,ramesh@okpunb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC60252,P0008,0,,,,SUCCESS
TX20260603000925,2026-06-03T16:36:00,RTGS,20738,ACC07781,Isha Khan,URHIR1759S,1965-03-22,KKBK,ICIC0312,acc07781@okutib,EXT75591,Priya Nair,,,YESB,priya@okutib,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC07781,P0006,0,,,,SUCCESS
TX20260601001944,2026-06-01T20:59:00,NEFT,20940,ACC43346,Aarav Gupta,EKYYJ6904D,1992-11-20,PUNB,YESB0825,acc43346@okutib,EXT31166,Isha Pillai,,,AXIS,isha@okindb,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC43346,P0006,0,,,,SUCCESS
TX20260603001518,2026-06-03T13:52:00,RTGS,36926,ACC94664,Karan Pillai,ICEWW8849S,1981-08-18,PUNB,YESB0161,acc94664@okaxis,EXT94729,Sachin Joshi,,,UTIB,sachin@okicic,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC94664,P0008,0,,,,SUCCESS
TX20260602000089,2026-06-02T02:32:00,UPI,3524,ACC75971,Kavya Sharma,ZJNJL3256I,1982-04-01,AXIS,AXIS0324,acc75971@okkkbk,EXT48546,Isha Khan,,,KKBK,isha@okkkbk,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC75971,P0099,0,,,,SUCCESS
TX20260602001388,2026-06-02T18:10:00,UPI,17687,ACC02440,Aditya Rao,PORZQ5870B,1967-11-20,KKBK,KKBK0384,acc02440@okhdfc,EXT77589,Aarav Menon,,,INDB,aarav@okindb,KA,Bengaluru,Bengaluru,KA,IN,12.9716,77.5946,DEV-ACC02440,P0014,0,,,,SUCCESS
TX20260601001396,2026-06-01T19:13:00,NEFT,2953,ACC15314,Kavya Sharma,EWPWJ6033I,1960-04-19,ICIC,HDFC0679,acc15314@okyesb,EXT60677,Anjali Bose,,,AXIS,anjali@okicic,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC15314,P0014,0,,,,SUCCESS
TX20260602000807,2026-06-02T03:59:00,UPI,675,ACC80319,Neha Pillai,PFPEP0354M,1970-11-20,ICIC,YESB0286,acc80319@okicic,EXT32816,Ramesh Bose,,,AXIS,ramesh@okutib,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC80319,P0006,0,,,,SUCCESS
TX20260603000969,2026-06-03T00:48:00,UPI,16995,ACC53223,Mohan Das,JHXWC0217W,1999-02-06,SBIN,ICIC0559,acc53223@okkkbk,EXT14123,Sachin Patel,,,YESB,sachin@okyesb,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC53223,P0006,0,,,,SUCCESS
TX20260603000015,2026-06-03T21:00:00,NEFT,223959,ACC67858,Sachin Nair,SKTDI0594V,1979-06-14,HDFC,HDFC0281,acc67858@okkkbk,EXT98524,Ramesh Patel,,,ICIC,ramesh@okicic,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC67858,P0099,0,,,,SUCCESS
TX20260603000417,2026-06-03T11:30:00,UPI,113501.52,INT25_1,Mohan Patel,XCSWY8444U,1970-04-08,AXIS,PUNB0242,int25_1@upi,RET25,Aditya Bose,,,AXIS,ret25@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-INT25_1,P0099,0,,,,SUCCESS
TX20260602000117,2026-06-02T23:14:00,UPI,13161,ACC35540,Neha Iyer,QLMPZ5221U,1985-10-19,AXIS,AXIS0552,acc35540@okhdfc,EXT44028,Aarav Verma,,,SBIN,aarav@okhdfc,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC35540,P0099,0,,,,SUCCESS
TX20260603000696,2026-06-03T19:30:00,RTGS,22718,ACC52784,Kavya Bose,AURMC1353Z,1969-09-03,UTIB,KKBK0625,acc52784@okkkbk,EXT70881,Rohan Khan,,,YESB,rohan@okaxis,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC52784,P0008,0,,,,SUCCESS
TX20260602000405,2026-06-02T09:15:00,UPI,21316.5,MULE22,Suresh Patel,WHDXV6484R,1988-09-19,AXIS,PUNB0534,mule22@upi,SINK22,Kavya Verma,,,UTIB,sink22@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-MULE22,P0099,0,,,,SUCCESS
TX20260602000312,2026-06-02T01:30:00,UPI,3757,PYR4_3,Anjali Singh,VYBLN2911Y,1999-01-22,ICIC,HDFC0534,pyr4_3@upi,MULE4,Kavya Nair,,,PUNB,mule4@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR4_3,P0099,0,,,,SUCCESS
TX20260601001688,2026-06-01T13:13:00,NEFT,16658,ACC50505,Aishwarya Patel,YMUMO4384X,1993-05-02,ICIC,INDB0702,acc50505@okhdfc,EXT74520,Ramesh Nair,,,PUNB,ramesh@okyesb,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC50505,P0099,0,,,,SUCCESS
TX20260602000092,2026-06-02T04:32:00,UPI,5122,ACC75971,Kavya Sharma,ZJNJL3256I,1982-04-01,AXIS,AXIS0355,acc75971@okaxis,EXT94966,Sachin Pillai,,,AXIS,sachin@okkkbk,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC75971,P0099,0,,,,SUCCESS
TX20260604001298,2026-06-04T08:43:00,UPI,5129,ACC27352,Ramesh Joshi,QMKXL2694S,1958-12-02,KKBK,AXIS0597,acc27352@okyesb,EXT17564,Aishwarya Verma,,,YESB,aishwarya@okkkbk,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC27352,P0008,0,,,,SUCCESS
TX20260602000509,2026-06-02T13:30:00,UPI,32638,ACC96979,Ramesh Reddy,JQGGD9697L,1965-07-27,PUNB,PUNB0254,acc96979@okkkbk,EXT29026,Karan Das,,,KKBK,,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC96979,P0099,0,,,,SUCCESS
TX20260602001413,2026-06-02T20:59:00,NEFT,37465,ACC01504,Karan Reddy,WUEBT1993I,1991-12-12,INDB,ICIC0529,acc01504@okpunb,EXT85704,Kavya Nair,,,AXIS,kavya@okkkbk,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC01504,P0008,0,,,,SUCCESS
TX20260604001217,2026-06-04T00:45:00,UPI,16293,ACC13131,Karan Pillai,PJRIL9585W,2001-02-19,YESB,PUNB0486,acc13131@okutib,EXT31679,Aditya Singh,,,KKBK,aditya@okutib,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC13131,P0006,0,,,,SUCCESS
TX20260602000111,2026-06-02T19:04:00,UPI,6906,ACC83475,Rohan Gupta,NGSPF3928L,1989-07-14,AXIS,AXIS0418,acc83475@okindb,EXT97652,Neha Sharma,,,UTIB,neha@oksbin,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC83475,P0099,0,,,,SUCCESS
TX20260602000647,2026-06-02T15:21:00,UPI,95000,ACC76773,Aditya Das,TLQFQ1674P,1992-11-10,HDFC,UTIB0944,acc76773@okkkbk,EXT53886,Sachin Pillai,,,INDB,,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-EVIL,P0099,0,,,,SUCCESS
TX20260602001228,2026-06-02T23:16:00,RTGS,16849,ACC15912,Priya Menon,TFUMA0248L,1978-03-09,ICIC,ICIC0174,acc15912@okutib,EXT93163,Sachin Patel,,,YESB,sachin@okaxis,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC15912,P0014,0,,,,SUCCESS
