account_id,pan,holder_name,dob,account_age_days,account_type,kyc_status,home_state,home_city,typical_device_id,avg_monthly_txn_count,avg_monthly_txn_value_inr,avg_tx_amount_inr,balance_inr,previous_flags,previous_strs,linked_accounts_count,occupation_category,is_pep,negative_news_flag,account_dormancy_days,onboarding_channel,is_registered_merchant,travel_profile,home_country
ACC37032,CJOXB3310M,Aditya Verma,1973-02-12,3425,Savings,Full KYC,KL,Kochi,DEV-ACC37032,34,36235,14495,478079,0,0,0,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC57548,CAXAQ5625W,Ramesh Nair,1965-02-20,1019,Savings,Full KYC,DL,New Delhi,DEV-ACC57548,12,89885,19397,97344,0,0,0,Business,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC69058,BYPRD1621J,Isha Singh,1991-06-15,2659,Savings,Full KYC,MH,Mumbai,DEV-ACC69058,20,14794,3699,130426,0,0,3,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC58132,TSGJE9307O,Suresh Gupta,1974-01-28,591,Savings,Full KYC,HR,Faridabad,DEV-ACC58132,21,88660,21960,73829,0,0,1,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC76693,ZGIZF1214D,Sachin Joshi,1957-01-03,2986,Savings,Full KYC,RJ,Jodhpur,DEV-ACC76693,34,19799,13656,303007,0,0,3,Salaried,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC92917,GLMKY0006B,Aishwarya Khan,1977-01-26,3114,Savings,Full KYC,MH,Pune,DEV-ACC92917,32,61987,8227,505640,0,0,2,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC62094,BZPZI6567Q,Ramesh Das,1995-01-18,3063,Savings,Full KYC,TG,Hyderabad,DEV-ACC62094,6,13978,12874,566135,0,0,2,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC85062,RRFJE8697V,Ramesh Gupta,1962-07-09,2777,Savings,Full KYC,MH,Mumbai,DEV-ACC85062,7,30626,17719,512651,0,0,3,Salaried,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC68321,BPSOU7295B,Rohan Joshi,1990-03-23,2456,Savings,Full KYC,RJ,Jaipur,DEV-ACC68321,33,78995,9678,92642,0,0,1,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC37714,XZZXM0250F,Rohan Sharma,1958-08-18,2527,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC37714,30,21538,18120,432549,0,0,3,Retired,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC71572,WEZHB3895T,Aditya Iyer,1959-05-07,2899,Savings,Full KYC,HR,Gurugram,DEV-ACC71572,4,41669,19765,498178,0,0,0,Retired,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC19517,NMEJS1673K,Anjali Reddy,1956-09-04,3243,Savings,Full KYC,WB,Kolkata,DEV-ACC19517,4,88312,20355,568637,0,0,1,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC46253,KIGJC1400V,Kavya Rao,1997-05-23,3409,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC46253,32,18250,23354,473194,0,0,2,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC25267,UZEQF1357I,Vivaan Singh,1957-08-23,1593,Savings,Full KYC,RJ,Jaipur,DEV-ACC25267,30,18920,15383,234335,0,0,1,Retired,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC10575,UQXMD0411N,Anjali Bose,1958-06-07,1627,Savings,Full KYC,TN,Chennai,DEV-ACC10575,5,75325,17312,408988,0,0,1,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC30511,TTIOW1964W,Karan Patel,1972-10-09,529,Savings,Full KYC,GJ,Surat,DEV-ACC30511,35,31109,24468,373078,0,0,1,Salaried,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC75268,INOKV6595J,Aditya Iyer,1966-02-20,3044,Savings,Full KYC,DL,New Delhi,DEV-ACC75268,15,79871,20818,138127,0,0,3,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC72066,JIYDT3628S,Neha Rao,1958-01-26,2987,Savings,Full KYC,TN,Chennai,DEV-ACC72066,30,43411,12238,272546,0,0,1,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC79444,TGLOY6985V,Aarav Nair,1998-06-23,1657,Savings,Full KYC,DL,New Delhi,DEV-ACC79444,31,84652,18661,77920,0,0,1,Salaried,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC49346,MNFVB5446M,Mohan Iyer,1993-06-17,1568,Savings,Full KYC,KA,Bengaluru,DEV-ACC49346,12,65697,11259,582494,0,0,2,Salaried,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC35794,NJIPV2342S,Anjali Sharma,2000-11-12,781,Savings,Full KYC,TN,Coimbatore,DEV-ACC35794,14,34460,21994,336059,0,0,3,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC09769,IQYBZ1257B,Neha Iyer,2002-01-25,2772,Savings,Full KYC,DL,New Delhi,DEV-ACC09769,37,65305,13284,326117,0,0,2,Salaried,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC58989,ZLDPF9981A,Rohan Gupta,1997-03-28,581,Savings,Full KYC,TN,Coimbatore,DEV-ACC58989,18,40719,21600,538893,0,0,3,Business,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC33827,VXTVG8246M,Rohan Das,1985-12-25,712,Savings,Full KYC,MH,Mumbai,DEV-ACC33827,5,22472,7051,410376,0,0,2,Retired,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC60412,TFYVY7560B,Sachin Joshi,1955-09-06,1061,Savings,Full KYC,WB,Kolkata,DEV-ACC60412,31,17020,3190,128032,0,0,1,Self-Employed,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC57091,MEOBK9771Z,Vivaan Pillai,1997-08-17,1204,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC57091,16,66368,23188,443552,0,0,3,Self-Employed,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC03778,ASACP8697O,Isha Das,1964-03-04,644,Savings,Full KYC,HR,Faridabad,DEV-ACC03778,11,9313,19306,561114,0,0,2,Salaried,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC88027,HMMHO0672K,Anjali Rao,2000-07-21,1849,Savings,Full KYC,DL,New Delhi,DEV-ACC88027,8,11835,18846,510779,0,0,0,Salaried,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC81458,TLMPD1683L,Aishwarya Bose,1972-09-19,3082,Savings,Full KYC,TN,Coimbatore,DEV-ACC81458,30,69529,13299,589887,0,0,2,Retired,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC89645,RRYMJ4637C,Sachin Khan,1963-08-26,867,Savings,Full KYC,WB,Kolkata,DEV-ACC89645,21,79731,19368,380832,0,0,2,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC32336,WXDXJ1309L,Karan Iyer,1971-04-04,745,Savings,Full KYC,HR,Gurugram,DEV-ACC32336,32,9386,19951,214859,0,0,3,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC74873,MOJUA4003Z,Neha Singh,1999-01-02,848,Savings,Full KYC,HR,Gurugram,DEV-ACC74873,22,46943,7183,300915,0,0,1,Salaried,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC61863,NHXHZ0772M,Ramesh Pillai,1990-02-04,1662,Savings,Full KYC,TN,Coimbatore,DEV-ACC61863,30,64665,5502,328398,0,0,3,Student,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC74786,KAYKB9766P,Aditya Das,1981-08-27,3407,Savings,Full KYC,HR,Faridabad,DEV-ACC74786,40,29026,22642,410894,0,0,2,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC56315,HSIEL4795E,Aishwarya Gupta,1996-03-14,1991,Savings,Full KYC,KL,Kochi,DEV-ACC56315,32,38715,9704,140281,0,0,3,Self-Employed,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC52810,DWQQQ2288H,Aarav Menon,1955-07-06,574,Savings,Full KYC,MH,Pune,DEV-ACC52810,25,22022,19519,207681,0,0,1,Student,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC25981,KRRBN3335Z,Sachin Rao,1991-06-28,1016,Savings,Full KYC,KL,Kochi,DEV-ACC25981,34,24529,16325,393542,0,0,0,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC59795,LKLKE8775P,Neha Bose,1988-10-06,2883,Savings,Full KYC,RJ,Jaipur,DEV-ACC59795,18,63540,10961,74652,0,0,1,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC80019,HIUUD6012Y,Mohan Pillai,1979-06-01,1185,Savings,Full KYC,GJ,Surat,DEV-ACC80019,40,57230,4030,429004,0,0,2,Retired,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC06142,VLOFM9193Q,Mohan Iyer,1964-06-11,1226,Savings,Full KYC,DL,New Delhi,DEV-ACC06142,19,59502,4503,194526,0,0,1,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC56926,IWNEO9817M,Karan Patel,1980-02-15,1049,Savings,Full KYC,KL,Kochi,DEV-ACC56926,7,49244,13823,331819,0,0,3,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC89807,IXUWR9062X,Ramesh Das,1969-06-25,2055,Savings,Full KYC,WB,Kolkata,DEV-ACC89807,11,52379,21931,396755,0,0,1,Self-Employed,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC45223,IDXYX2059U,Isha Pillai,1979-03-04,2196,Savings,Full KYC,RJ,Jaipur,DEV-ACC45223,12,28732,24239,301904,0,0,3,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC10615,OPDHX9372K,Neha Menon,1967-01-07,2884,Savings,Full KYC,TG,Hyderabad,DEV-ACC10615,9,35305,8211,255904,0,0,1,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC11186,TFFKN5294K,Mohan Das,2000-10-26,1243,Savings,Full KYC,TN,Coimbatore,DEV-ACC11186,17,10290,19905,514404,0,0,2,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC05897,EGICK7062C,Aarav Bose,1957-03-26,1127,Savings,Full KYC,GJ,Surat,DEV-ACC05897,4,64226,16805,503341,0,0,2,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC31956,NPDNF5045B,Neha Singh,1990-02-15,3232,Savings,Full KYC,TG,Hyderabad,DEV-ACC31956,7,41427,7259,497914,0,0,3,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC86374,EIJNW9600U,Suresh Patel,1982-01-17,1805,Savings,Full KYC,DL,New Delhi,DEV-ACC86374,8,54087,16237,242114,0,0,0,Salaried,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC08351,QZUGP6796Z,Karan Verma,1981-04-28,2154,Savings,Full KYC,DL,New Delhi,DEV-ACC08351,15,84160,8564,197982,0,0,1,Retired,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC59264,RRIPG9885P,Priya Reddy,1973-02-11,3363,Savings,Full KYC,TN,Coimbatore,DEV-ACC59264,29,66110,22899,114503,0,0,0,Self-Employed,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC49998,OKWQS5405K,Priya Bose,1957-02-02,3169,Savings,Full KYC,TN,Coimbatore,DEV-ACC49998,20,38843,7192,56444,0,0,1,Retired,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC20414,GZUET9687T,Anjali Bose,1962-03-10,521,Savings,Full KYC,WB,Kolkata,DEV-ACC20414,8,34308,3962,574270,0,0,0,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC57613,NMLJR2146K,Sachin Sharma,1955-01-05,2834,Savings,Full KYC,WB,Kolkata,DEV-ACC57613,29,67757,19963,294670,0,0,1,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC80545,TCVQH9139U,Neha Iyer,1966-09-17,2775,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC80545,26,43281,20250,195641,0,0,0,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC38767,AMLRW8876G,Neha Singh,1965-07-12,1099,Savings,Full KYC,HR,Faridabad,DEV-ACC38767,23,44092,16161,156718,0,0,1,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC43146,ZXHZS6369B,Neha Khan,1993-01-18,2864,Savings,Full KYC,MH,Nagpur,DEV-ACC43146,22,74622,8536,158981,0,0,1,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC80005,ZXXJD2640J,Aditya Verma,1990-09-13,1227,Savings,Full KYC,KL,Kochi,DEV-ACC80005,38,24310,18076,592339,0,0,0,Business,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC10001,SHQHA2262U,Aishwarya Reddy,1984-04-08,705,Savings,Full KYC,TN,Coimbatore,DEV-ACC10001,35,41774,6194,281832,0,0,3,Salaried,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC01155,DSRHJ9093N,Aarav Patel,1975-04-20,3048,Savings,Full KYC,MH,Pune,DEV-ACC01155,9,15579,12103,480172,0,0,3,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC99749,JOPWI4281P,Suresh Singh,1966-09-27,943,Savings,Full KYC,RJ,Jaipur,DEV-ACC99749,37,88281,22184,64334,0,0,1,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC94258,ZDVDG4523P,Aishwarya Patel,1956-10-14,2162,Savings,Full KYC,WB,Kolkata,DEV-ACC94258,32,84612,24194,549868,0,0,1,Self-Employed,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC30323,YAJKO5341H,Sachin Khan,1997-09-01,1581,Savings,Full KYC,DL,New Delhi,DEV-ACC30323,40,15287,24566,596185,0,0,0,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC38561,VDIAG1128H,Vivaan Iyer,1983-04-15,800,Savings,Full KYC,HR,Gurugram,DEV-ACC38561,34,42607,8900,395151,0,0,2,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC45660,XZMGE4075L,Rohan Khan,1976-06-13,1549,Savings,Full KYC,WB,Kolkata,DEV-ACC45660,17,46575,20646,434461,0,0,0,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC91869,WZTZA3976C,Aarav Singh,1967-05-04,2389,Savings,Full KYC,DL,New Delhi,DEV-ACC91869,20,50301,4458,472830,0,0,3,Salaried,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC51025,IJTGX7054S,Ramesh Menon,1971-07-02,2792,Savings,Full KYC,MH,Nagpur,DEV-ACC51025,32,42542,17385,80518,0,0,0,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC25292,XOBQI3240I,Ramesh Patel,1962-11-04,1462,Savings,Full KYC,DL,New Delhi,DEV-ACC25292,29,81882,13374,547236,0,0,0,Retired,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC39858,JYNIP4867K,Priya Verma,1994-04-28,1337,Savings,Full KYC,TG,Hyderabad,DEV-ACC39858,35,50419,13984,533819,0,0,2,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC90111,KMOSZ7272L,Kavya Menon,2001-04-15,2637,Savings,Full KYC,DL,New Delhi,DEV-ACC90111,18,48466,23014,571531,0,0,3,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC32110,ROAVO2255D,Suresh Menon,1984-03-06,843,Savings,Full KYC,KL,Kochi,DEV-ACC32110,32,58266,13790,373165,0,0,0,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC08574,IBDZG1378P,Karan Rao,1973-07-27,568,Savings,Full KYC,TG,Hyderabad,DEV-ACC08574,33,73994,7731,475541,0,0,1,Retired,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC07410,LADKS7201R,Aditya Rao,1979-06-18,2356,Savings,Full KYC,MH,Pune,DEV-ACC07410,22,41926,13243,479694,0,0,3,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC80826,MDHWN6956Q,Mohan Pillai,1982-11-28,3369,Savings,Full KYC,DL,New Delhi,DEV-ACC80826,4,70962,16521,321887,0,0,2,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC01894,DNVYB5693N,Rohan Das,2002-02-24,407,Savings,Full KYC,TG,Hyderabad,DEV-ACC01894,27,15931,10970,100770,0,0,3,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC24360,AHUNF2881P,Mohan Verma,1976-06-15,568,Savings,Full KYC,KA,Mangaluru,DEV-ACC24360,28,29050,17905,596690,0,0,2,Retired,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC23714,QMJUI1405L,Vivaan Nair,1961-10-08,2362,Savings,Full KYC,TN,Chennai,DEV-ACC23714,20,39771,15393,451554,0,0,1,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC65749,JEQQR3654F,Priya Das,1981-12-25,760,Savings,Full KYC,TN,Coimbatore,DEV-ACC65749,37,34331,12961,426347,0,0,2,Retired,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC22411,LMCVG3193N,Isha Iyer,1983-07-16,2909,Savings,Full KYC,DL,New Delhi,DEV-ACC22411,25,84000,16946,262155,0,0,1,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC99187,ILPFE8643F,Anjali Das,1975-03-27,601,Savings,Full KYC,HR,Gurugram,DEV-ACC99187,39,69632,15514,519325,0,0,3,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC91890,ATNWD6875C,Vivaan Patel,1996-08-15,519,Savings,Full KYC,KA,Mysuru,DEV-ACC91890,13,36442,11312,115533,0,0,1,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC24074,OUROM8783N,Ramesh Rao,1965-05-11,1205,Savings,Full KYC,HR,Faridabad,DEV-ACC24074,24,53870,12851,181416,0,0,3,Retired,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC31709,HHWJO0804R,Rohan Bose,1999-11-16,2679,Savings,Full KYC,KA,Mangaluru,DEV-ACC31709,5,48030,14891,364706,0,0,0,Salaried,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC64385,YZBGZ0696X,Suresh Patel,1982-12-15,1085,Savings,Full KYC,DL,New Delhi,DEV-ACC64385,35,79188,11565,95395,0,0,2,Retired,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC39165,YNXOT9066T,Sachin Nair,1956-04-20,994,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC39165,29,51917,6448,239702,0,0,0,Retired,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC06921,FXQMO3750U,Aarav Iyer,1975-05-23,1979,Savings,Full KYC,HR,Gurugram,DEV-ACC06921,23,65798,17311,212968,0,0,3,Self-Employed,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC48420,VVIQE2448S,Neha Patel,1973-12-14,3185,Savings,Full KYC,RJ,Jaipur,DEV-ACC48420,37,10344,4351,250385,0,0,1,Student,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC26723,ZCTAS6218R,Kavya Nair,1998-04-04,852,Savings,Full KYC,HR,Gurugram,DEV-ACC26723,19,14590,10000,387776,0,0,3,Self-Employed,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC83664,UMIBD9440Z,Vivaan Reddy,1957-11-14,662,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC83664,37,51022,14091,588936,0,0,0,Business,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC04505,MXHPV4949F,Anjali Gupta,1983-10-28,800,Savings,Full KYC,KA,Bengaluru,DEV-ACC04505,16,70577,23007,573003,0,0,2,Self-Employed,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC51460,MCEPL8041W,Aditya Singh,1969-08-23,3161,Savings,Full KYC,DL,New Delhi,DEV-ACC51460,7,33032,19239,198469,0,0,2,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC26956,LNFYV8394X,Vivaan Patel,1962-01-01,2525,Savings,Full KYC,TG,Hyderabad,DEV-ACC26956,14,45616,3077,145225,0,0,2,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC05746,JHVWM8032Q,Mohan Nair,1989-12-09,3133,Savings,Full KYC,RJ,Jaipur,DEV-ACC05746,37,83290,16703,314529,0,0,3,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC75438,BSGIU1179Z,Aarav Bose,1961-06-10,599,Savings,Full KYC,HR,Faridabad,DEV-ACC75438,33,84521,3202,215060,0,0,3,Salaried,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC88285,VIZHW3950R,Anjali Joshi,1989-11-17,1000,Savings,Full KYC,KL,Kochi,DEV-ACC88285,16,30730,24341,74059,0,0,1,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC29358,SRQOA7264L,Aarav Joshi,1972-01-12,2806,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC29358,23,81932,10437,375963,0,0,3,Retired,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC07171,YEUNL3811F,Mohan Joshi,1970-08-15,3471,Savings,Full KYC,KA,Mysuru,DEV-ACC07171,27,84748,6810,374647,0,0,0,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC75845,UJYCA3961G,Karan Das,1968-06-03,3338,Savings,Full KYC,KA,Mangaluru,DEV-ACC75845,26,27773,13628,528072,0,0,1,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC51515,AAORD4506J,Isha Joshi,1972-02-22,1763,Savings,Full KYC,DL,New Delhi,DEV-ACC51515,8,68746,12352,498212,0,0,1,Self-Employed,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC13131,PJRIL9585W,Karan Pillai,2001-02-19,1308,Savings,Full KYC,RJ,Jodhpur,DEV-ACC13131,30,57484,5908,543003,0,0,0,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC05030,FCSRP9203X,Priya Rao,1977-12-18,3437,Savings,Full KYC,GJ,Surat,DEV-ACC05030,39,83542,8804,538258,0,0,0,Business,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC67995,FQHRJ3166X,Sachin Gupta,1976-02-08,2706,Savings,Full KYC,TN,Chennai,DEV-ACC67995,6,23587,4213,52747,0,0,0,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC19573,NFEYZ3105V,Karan Sharma,1993-01-18,2683,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC19573,22,16089,9781,72966,0,0,1,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC65432,FIAJC4665V,Priya Reddy,1992-02-28,1582,Savings,Full KYC,WB,Kolkata,DEV-ACC65432,37,63311,19848,442061,0,0,0,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC28208,GMQIT9734N,Mohan Bose,2001-09-04,2202,Savings,Full KYC,HR,Gurugram,DEV-ACC28208,25,26882,22136,233992,0,0,3,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC64803,EXEUH9706G,Kavya Pillai,1987-08-24,3284,Savings,Full KYC,KA,Mangaluru,DEV-ACC64803,6,31187,24254,153996,0,0,2,Student,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC92185,GCJGI7782M,Ramesh Singh,1997-02-15,2340,Savings,Full KYC,GJ,Surat,DEV-ACC92185,19,51754,24001,509405,0,0,0,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC26701,KBWJF7651N,Priya Patel,1992-01-08,1714,Savings,Full KYC,WB,Kolkata,DEV-ACC26701,14,67715,5855,247393,0,0,0,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC70566,NBFMP3466A,Anjali Patel,1994-06-17,3406,Savings,Full KYC,TN,Coimbatore,DEV-ACC70566,24,56614,21393,577594,0,0,0,Business,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC27805,LTXRL2647L,Priya Menon,1965-02-14,1199,Savings,Full KYC,HR,Faridabad,DEV-ACC27805,40,46736,23826,407849,0,0,3,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC15912,TFUMA0248L,Priya Menon,1978-03-09,2435,Savings,Full KYC,KA,Mangaluru,DEV-ACC15912,25,21878,17182,94090,0,0,2,Student,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC77146,ERJVN7587M,Suresh Reddy,1998-11-25,2706,Savings,Full KYC,RJ,Jodhpur,DEV-ACC77146,5,27403,18580,404738,0,0,2,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC01771,KMVMP7303W,Ramesh Rao,2002-03-27,1897,Savings,Full KYC,GJ,Surat,DEV-ACC01771,15,42589,15118,171447,0,0,0,Student,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC08048,IBSPJ7560X,Kavya Menon,1967-03-20,2745,Savings,Full KYC,MH,Nagpur,DEV-ACC08048,7,79367,8010,546922,0,0,1,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC69969,WDVVN5465G,Ramesh Rao,1971-10-27,848,Savings,Full KYC,DL,New Delhi,DEV-ACC69969,8,22461,18958,160241,0,0,1,Student,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC26214,FSMVR5262E,Mohan Pillai,1975-03-09,1183,Savings,Full KYC,KA,Mysuru,DEV-ACC26214,5,51506,9277,122066,0,0,2,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC54299,PZSPH5202K,Anjali Menon,1992-04-16,1287,Savings,Full KYC,MH,Nagpur,DEV-ACC54299,7,52833,13035,310182,0,0,1,Self-Employed,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC91773,PQNVH1672X,Neha Khan,1965-07-05,2659,Savings,Full KYC,GJ,Surat,DEV-ACC91773,23,25471,6411,477212,0,0,1,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC12513,MKARZ0848I,Kavya Das,1969-01-18,1684,Savings,Full KYC,TN,Chennai,DEV-ACC12513,10,55361,21665,147097,0,0,3,Business,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC24089,BPBNN3614I,Kavya Joshi,1988-06-15,3353,Savings,Full KYC,RJ,Jaipur,DEV-ACC24089,17,67293,3553,118818,0,0,2,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC20832,CNGMT9443V,Aishwarya Joshi,1980-06-24,1582,Savings,Full KYC,KL,Kochi,DEV-ACC20832,24,25038,20945,115872,0,0,1,Retired,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC88193,BWLZG7264M,Kavya Reddy,1957-11-08,1115,Savings,Full KYC,TG,Hyderabad,DEV-ACC88193,31,50491,15751,429523,0,0,3,Salaried,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC01094,EQOIO3205B,Mohan Sharma,1998-01-13,2356,Savings,Full KYC,WB,Kolkata,DEV-ACC01094,21,23118,11284,599185,0,0,0,Self-Employed,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC28165,EJPIR0885U,Vivaan Verma,1967-11-26,2800,Savings,Full KYC,KA,Mysuru,DEV-ACC28165,18,74306,20350,417313,0,0,3,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
